,economically_inactive_student_including_full_time_students,objectid,all_categories_economic_activity,economically_active_employee_part_time,economically_active_employee_full_time,economically_active_self_employed,economically_active_unemployed,economically_active_full_time_student,economically_inactive_retired,cartodb_id,economically_inactive_looking_after_home_or_family,economically_inactive_long_term_sick_or_disabled,economically_inactive_other,unemployed_age_16_to_24,unemployed_age_50_to_74,unemployed_never_worked,long_term_unemployed,full_time_,part_time_,unemployed,retired_pc,lng,lat,the_geom,Local Authority Code,Local Authority Name,Region/Country Code,Region/Country Name,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00084510,13,175463,273,43,142,22,10,15,13,175463,11,4,0,5,4,1,1,52.01465201465201,15.750915750915802,3.6630036630036606,4.76190476190476,-0.77716562,52.00298473,0106000020E61000000100000001030000000100000011000000933F6A1F00D9E8BFF881CF3E82004A40FB6685BCF0C9E8BF0E932D436A004A40AFB28922CBD0E8BF0D53D22A48004A40A0C15FEC21DDE8BFBD4E43C742004A406935DB1B06E3E8BF319D495427004A40268852CF8AEFE8BFDD77C08F2C004A406939D82FC7F1E8BFA63C3DC042004A405C58223288FAE8BFDFAB56F42A004A40EFF741A65A06E9BF4D2700233B004A4094FAE8C0DFFFE8BF8963EF9259004A40E20766C6E1EBE8BF8609C5FB55004A4088B42A1625EFE8BF61444E4B7D004A4023A868F5E3E9E8BFD22AAEAAAD004A404209545A0FE6E8BFED1FD9F4AF004A400A0D697C29EAE8BF303D30177C004A4085B52F1B93DFE8BFB3C4259871004A40933F6A1F00D9E8BFF881CF3E82004A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c1,Achieving Minorities
E00084591,6,175464,283,38,119,43,5,11,39,175464,13,4,5,1,1,0,3,42.0494699646643,13.427561837455801,1.76678445229682,13.780918727915198,-0.749025332,52.076510999999996,0106000020E6100000010000000103000000010000000E0000006B795E6FEFEAE7BF8FFE50FFF9094A40B7F8232704E5E7BF226112D1E0094A408B62661989EDE7BF7C658A9AD2094A40ECB68D1666E0E7BF0E43EF77CD094A401C4E157CC7D9E7BFC3711540A6094A4062C9347848DEE7BF6B69314D96094A40354AF6D520F4E7BF3B3ECA4AA4094A403CA5D38760F4E7BFDCD8823FB5094A40E3399B56AF05E8BF633A4FB8AF094A40938EF8464E0AE8BFE9F9D9B4D0094A402E48E4EEE111E8BFD11C87F3FE094A4049C7E5CD2D0BE8BF45CD72B8060A4A40F542F35B2BF5E7BFC76227A91C0A4A406B795E6FEFEAE7BF8FFE50FFF9094A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00084511,10,175465,257,31,149,26,6,3,12,175465,8,9,3,1,0,1,1,57.9766536964981,12.0622568093385,2.33463035019455,4.669260700389111,-0.783499573,51.99859814,0106000020E6100000010000000103000000010000001000000018B8192402FAE8BF8903B7EFCEFF4940B150F0414F05E9BFE847D217DFFF4940CC73B9AF8307E9BF10B532CDD1FF4940E5713A21020DE9BFAB1BC0FBD5FF49409B1069FA721AE9BF84D83D3089FF494041D3DB056423E9BFA8CF6CB345FF4940EBD6FF123522E9BF10865A4893FF4940314A4DFB371CE9BFF973A987A0FF4940B7CD7FD6A61EE9BF0E2EAE93B4FF4940F567412ADD13E9BF208444E8CDFF4940AB9C23503F24E9BF523E4774E8FF4940A57FFC5A8710E9BFA70556C7FDFF4940C21FBF2A0B0CE9BF7A05C7B4E5FF4940253E28266B02E9BF99648CD4EAFF4940358113608B00E9BF37197C1201004A4018B8192402FAE8BF8903B7EFCEFF4940,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084590,6,175466,189,18,104,22,8,5,16,175466,5,5,0,1,3,0,3,55.026455026455004,9.52380952380952,4.23280423280423,8.465608465608469,-0.7449463690000001,52.07145429,0106000020E610000001000000010300000001000000090000003ECC6A3B44D0E7BFDB42D26C62094A406CCE42124BC9E7BF39C21BB50E094A4022FE80787ED4E7BF05F69FD50F094A40BC37EDE21AE0E7BF9AC6DF75FC084A40A590AAB2F4DEE7BF40331D2453094A400E2F8B7D13F2E7BFB92D98E26F094A40D55368AC2DECE7BFCA377D0B8B094A4095F007FFE5DBE7BFB92B2E075D094A403ECC6A3B44D0E7BFDB42D26C62094A40,E06000042,Milton Keynes,E12000008,South East,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00084518,5,175473,222,23,149,14,13,1,4,175473,10,3,0,1,0,1,2,67.1171171171171,10.360360360360401,5.855855855855861,1.8018018018018,-0.783553205,52.00583882,0106000020E6100000010000000103000000010000000D0000000FB0AE2DB51BE9BF6E05C228D2004A4071F1E9BAF10FE9BF094E4009D9004A40D060E832441BE9BFF2D80412F9004A4003F94AE4BA0DE9BFFA8AA3F51B014A404F825D68FA0CE9BFAA80AAA109014A4067331BE834F9E8BFF6C45451E1004A4056FA753B3205E9BF9A74B03AD1004A404BC79D77430EE9BF3F6AC38CAE004A405EBF34419B14E9BF145E00D397004A40F73B4744A51EE9BF35D39EC694004A4098D79ADBEE1CE9BF7BD39536C2004A40562AA28A0521E9BF89A00633C6004A400FB0AE2DB51BE9BF6E05C228D2004A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families
E00084599,5,175474,133,13,37,10,10,1,40,175474,6,8,3,1,6,0,5,27.8195488721804,9.77443609022556,7.5187969924812,30.0751879699248,-0.758496297,52.06609902,0106000020E6100000010000000103000000010000000D000000EC158357DB34E8BF85AD6D9ACC084A40A92A34321F23E8BF832BBB9FAA084A4080D80976911DE8BF33B0DB549E084A403B1F2A086730E8BF8B3725D78E084A404988B2686A38E8BF794F9F846F084A4029AD6305673FE8BF54BBA81A41084A409E0C1BA5AC4EE8BF1F31AD7145084A40F43C15765D5CE8BFF775F43A83084A404540B61F0249E8BFF71606C390084A405301156AD653E8BFD7C17205CB084A409DF0A1CC9C3BE8BFDB4784F1C5084A403EEA97BECC3DE8BF9BCD69EBD9084A40EC158357DB34E8BF85AD6D9ACC084A40,E06000042,Milton Keynes,E12000008,South East,7,Constrained City Dwellers,7d,Ageing City Dwellers,7d1,Ageing Communities and Families
E00084519,11,175476,225,33,120,10,10,6,9,175476,13,10,3,2,0,1,2,53.3333333333333,14.666666666666698,4.44444444444444,4.0,-0.785954811,52.00496885,0106000020E61000000100000001030000000100000011000000D66B6D76282AE9BF86014BC1D2004A4067C649411B25E9BFDC0EBB8CDF004A40168BA0C9DC2EE9BFD7D24C6E07014A40DCEF73F0C42EE9BFF19C885E07014A40DEF82AE02825E9BF0939FFA00C014A40D060E832441BE9BFF2D80412F9004A4071F1E9BAF10FE9BF094E4009D9004A400FB0AE2DB51BE9BF6E05C228D2004A40562AA28A0521E9BF89A00633C6004A4098D79ADBEE1CE9BF7BD39536C2004A40F73B4744A51EE9BF35D39EC694004A403602B9D86626E9BFFB43A87884004A4087E51C0CC922E9BF3CC294A37D004A40954B94D78F27E9BF07ACBC916B004A4008CB3DB7BA3DE9BFC80A435F93004A40D58210FA5340E9BF2DD2A23D9C004A40D66B6D76282AE9BF86014BC1D2004A40,E06000042,Milton Keynes,E12000008,South East,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00084598,9,175477,193,28,87,10,4,0,39,175477,3,11,2,1,1,0,1,45.0777202072539,14.507772020725401,2.07253886010363,20.2072538860104,-0.7418538490000001,52.07282213,0106000020E610000001000000010300000001000000080000007FF2F97FD6ACE7BF446F3EE5FC084A406CCE42124BC9E7BF39C21BB50E094A403ECC6A3B44D0E7BFDB42D26C62094A40D3CEFE57E5CEE7BFE57053BC65094A4064D277136FA6E7BF1C17F68C62094A40377A8E123FA4E7BFF1F525764C094A400CB23C5145BBE7BF045FD8213F094A407FF2F97FD6ACE7BF446F3EE5FC084A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00084427,41,175576,365,51,124,7,39,28,9,175576,20,13,33,1,4,6,20,33.972602739726,13.972602739726,10.684931506849301,2.46575342465753,-0.7462509070000001,52.03930141,0106000020E6100000010000000103000000010000000B000000FF298FBC91C9E7BF8740AD5444054A400D82144771C1E7BF0296CDDA26054A40164164E217D7E7BFE672D2580A054A4032683973D8E4E7BF7388D812D6044A40D5A5097A40ECE7BF88C468E2DC044A405C0065586CECE7BFFD82039EF0044A40F730EEE908F6E7BFF871497BE8044A40A83B10FF1EFCE7BF48DD7D9B0A054A4088BF5D7626D3E7BFBE4902E455054A40D56B2461D0D0E7BFE06C6B7F59054A40FF298FBC91C9E7BF8740AD5444054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4b,Challenged Asian Terraces,4b1,Asian Terraces and Flats
E00084424,8,175578,227,29,106,10,8,11,23,175578,13,11,8,1,2,2,3,46.696035242290705,12.775330396475802,3.5242290748898704,10.1321585903084,-0.737744156,52.04040763,0106000020E6100000010000000103000000010000000C000000826A18016B99E7BF049E41555B054A4065996970768AE7BF876EB1C426054A408A82B1604A91E7BF0CC1E50613054A409B597797AB89E7BF850EDEDEF0044A403A28F865AD9DE7BF815FE30ACF044A405AF2EBAA74A4E7BF1B054A37FA044A40D02058C526B0E7BF810083320F054A40A1C67016D4B5E7BF83E97A4B1E054A40BE79253682B3E7BFB07550E846054A40FDD8AB30A2A6E7BF6CF9AF1F5C054A4007B41C96F29FE7BFD3E60F4244054A40826A18016B99E7BF049E41555B054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Social Renting New Arrivals
E00084425,11,175580,287,37,125,26,14,7,31,175580,13,11,12,6,4,2,3,43.5540069686411,12.8919860627178,4.878048780487799,10.801393728223,-0.7340509829999999,52.03990094,0106000020E61000000100000001030000000100000006000000222C61C97569E7BF4B450EC928054A40633CCA2ACA78E7BF87129789FF044A409B597797AB89E7BF850EDEDEF0044A408A82B1604A91E7BF0CC1E50613054A40FF9CD34C5672E7BFED226C4A59054A40222C61C97569E7BF4B450EC928054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c1,Achieving Minorities
E00084422,9,175581,200,30,81,13,9,7,21,175581,17,8,5,3,1,4,2,40.5,15.0,4.5,10.5,-0.735301856,52.04179587,0106000020E61000000100000001030000000100000009000000C9C11CB6DF79E7BF439C1A6F79054A40FF9CD34C5672E7BFED226C4A59054A408A82B1604A91E7BF0CC1E50613054A4065996970768AE7BF876EB1C426054A40826A18016B99E7BF049E41555B054A40F0FEC50A238EE7BF8718292462054A408F180168DB91E7BF5D547A6A6F054A40CBF6CBE41A7FE7BFCDBA78A788054A40C9C11CB6DF79E7BF439C1A6F79054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families
E00084423,8,175584,242,34,123,28,5,4,30,175584,7,1,2,1,1,1,1,50.8264462809917,14.0495867768595,2.06611570247934,12.396694214876002,-0.727743006,52.041961900000004,0106000020E61000000100000001030000000100000016000000E713FCD43311E7BFFD9104EFA4054A40CE669079C128E7BFE9FCA1EB86054A4050057519412EE7BFF18ECC7468054A404F7453449C45E7BF2A8F2A6F63054A40597923C7D845E7BFCCBAAE5138054A407751FCE31642E7BFB3339F950B054A4074943E698853E7BF47C1F8C600054A406AA54C3CE254E7BFB39EA2F40E054A401E7581BCFF4CE7BFC92D1CF41A054A40F95D07D11A57E7BF1CFF069F26054A40F278E2D75450E7BF8D167A1565054A4086A93D9CF754E7BF2917345A91054A40F31703320054E7BF117119569C054A40621086B4464AE7BF9E2B3D48A3054A400A7B2FDC4B44E7BFCEE3C29DD3054A401BD89FAA6439E7BFA513A92ACA054A40CC3A62DA2F26E7BFFD4FD056EA054A40B5E57307B224E7BFE90AE4EC06064A4008C2F6A8D7FDE6BF10BFC52AFD054A40AEB1B1F030D5E6BFAE01166C09064A40D08505E891D8E6BFB93F43CDED054A40E713FCD43311E7BFFD9104EFA4054A40,E06000042,Milton Keynes,E12000008,South East,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00084420,8,175585,226,24,101,17,13,10,30,175585,10,7,6,2,3,1,7,44.6902654867257,10.6194690265487,5.75221238938053,13.274336283185802,-0.734654551,52.04355362,0106000020E6100000010000000103000000010000000A0000001906644CB967E7BF2AB5C6C4B7054A40723FBEDA2E63E7BF959B90A5AC054A402AA91B5EC661E7BF13BFE242A3054A40C9C11CB6DF79E7BF439C1A6F79054A40CBF6CBE41A7FE7BFCDBA78A788054A408F180168DB91E7BF5D547A6A6F054A40892E6337F397E7BFDF904E9984054A40654561600793E7BF8DD29F1BA2054A401E57956B9F70E7BF182DCB04DB054A401906644CB967E7BF2AB5C6C4B7054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families
E00084421,12,175588,263,24,128,25,14,9,22,175588,7,13,9,4,3,3,3,48.6692015209125,9.1254752851711,5.32319391634981,8.36501901140684,-0.731926895,52.04226264,0106000020E6100000010000000103000000010000000B000000FCAE00620F5AE7BF317E9444B4054A40F31703320054E7BF117119569C054A4086A93D9CF754E7BF2917345A91054A4054550050CE5CE7BF15A2F5918B054A400931D22F0B60E7BF022A952341054A40222C61C97569E7BF4B450EC928054A40FF9CD34C5672E7BFED226C4A59054A40C9C11CB6DF79E7BF439C1A6F79054A402AA91B5EC661E7BF13BFE242A3054A40723FBEDA2E63E7BF959B90A5AC054A40FCAE00620F5AE7BF317E9444B4054A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4a,Rented Family Living,4a3,Commuters with Young Families
E00084428,8,175591,283,37,126,20,15,14,28,175591,18,14,3,3,2,1,8,44.5229681978799,13.0742049469965,5.300353356890461,9.89399293286219,-0.7350508179999999,52.03778464,0106000020E6100000010000000103000000010000000C000000ADEE8268076EE7BFE89FFB56AE044A4086124DFAE075E7BFA6A03A0CAA044A405D25A605EE87E7BFD493101D99044A405B435A449A8CE7BF7FD061DE91044A40D4FA7B9FE08FE7BFC4B61EA68A044A403087D8B37C90E7BF91E242538C044A403A28F865AD9DE7BF815FE30ACF044A409B597797AB89E7BF850EDEDEF0044A40633CCA2ACA78E7BF87129789FF044A405904C5ACED65E7BF210E60A8EF044A40FC1EFDB9567FE7BF0F7C9E77D4044A40ADEE8268076EE7BFE89FFB56AE044A40,E06000042,Milton Keynes,E12000008,South East,4,Multicultural Metropolitans,4c,Asian Traits,4c2,Multicultural New Arrivals
E00084429,7,175592,267,36,121,30,3,7,47,175592,8,1,7,2,0,1,1,45.3183520599251,13.4831460674157,1.1235955056179798,17.602996254681603,-0.729362773,52.03942227,0106000020E61000000100000001030000000100000017000000597923C7D845E7BFCCBAAE5138054A404F7453449C45E7BF2A8F2A6F63054A4050057519412EE7BFF18ECC7468054A40C09B7C6C4C2CE7BF2EF9651015054A400F004A2CE71BE7BF89B6E27DF5044A40B07DBBB89011E7BF705D0276CA044A40F326214CCA12E7BF375008AFB5044A40314A53C8FB33E7BF8414F4C6A4044A40ADEE8268076EE7BFE89FFB56AE044A40FC1EFDB9567FE7BF0F7C9E77D4044A405904C5ACED65E7BF210E60A8EF044A40633CCA2ACA78E7BF87129789FF044A40222C61C97569E7BF4B450EC928054A400931D22F0B60E7BF022A952341054A4054550050CE5CE7BF15A2F5918B054A4086A93D9CF754E7BF2917345A91054A40F278E2D75450E7BF8D167A1565054A40F95D07D11A57E7BF1CFF069F26054A401E7581BCFF4CE7BFC92D1CF41A054A406AA54C3CE254E7BFB39EA2F40E054A4074943E698853E7BF47C1F8C600054A407751FCE31642E7BFB3339F950B054A40597923C7D845E7BFCCBAAE5138054A40,E06000042,Milton Keynes,E12000008,South East,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00084776,6,175712,222,29,92,43,3,5,32,175712,8,1,3,0,0,0,1,41.4414414414414,13.0630630630631,1.35135135135135,14.4144144144144,-0.646781676,52.09285817,0106000020E6100000010000000103000000010000003A000000F9384E93B242E3BF930CB02E710D4A405A70D93CC018E3BF6A702EA0030D4A4057B5EB062348E3BF8D8E53DBD00C4A40AA9C486BCC53E3BF27F670BEAF0C4A40245C2E1F7958E3BF7B32DA95430C4A40AA809A02F36EE3BFD0B43E341A0C4A4057A13F3ECE62E3BFB7DE0431CA0B4A4088429D0BA8AFE3BF42007F43620B4A404DE2E2A093BAE3BFE3E995584A0B4A40EE5B6520B0CBE3BFA3AB9BD3F40A4A40391A37A610EAE3BFAA157806BC0A4A400B6F014AECF2E3BF5C4081B1B70A4A40F1EEDBB4DF06E4BFFAF7B61CCF0A4A4036FA11EC2320E4BF8679B6927D0A4A40E7B57A874034E4BFFC07E3065D0A4A400D2DE0457547E4BF996E4B941F0A4A402B7CA7D1045BE4BFC692A761EC094A408E09A7F9736CE4BF5F644D8F6C094A403836C03B9F6CE4BFCA3E0B9F6B094A40BF9CF8B34E77E4BF8346A16776094A407103C33DE47BE4BFF7E17148DC094A409187CC17F7D0E4BF90EB0145AB0A4A400FA7B969CACAE4BF00196E1EC00A4A400774FA76A4D2E4BF9CC2FD02E50A4A404ADD34ED56C3E4BFECD5643E240B4A40942906CBC6D4E4BFFB8605E2950B4A405B48EF9B5BCCE4BF2849F486EB0B4A40294F64C238DAE4BF3118E995EF0B4A403FDC1EE714DCE4BFAB5E6F86000C4A400D8FD3B1F5D5E4BF36C78D05060C4A4083319BDD2ED4E4BF5B67148BF90B4A4067F800FCFDBBE4BFB35F0FC6F70B4A40D25FB58B6FACE4BFFD9AA7892B0C4A40BD2E0E9E83BAE4BFB940FB42670C4A402960931D67D1E4BF38080960840C4A4045160FB26DC2E4BF047806B6F10C4A400DF29FD33ABFE4BF40749E3B5B0D4A4071FDC353CDB8E4BF7A245ACD770D4A40F3324843859EE4BF809DACCAA30D4A4073CEF131E485E4BFFC38169C710D4A4017459217E37BE4BF4DD7C819430D4A404176D62B9762E4BF2E61FD9E9F0D4A40E14A08390D4AE4BFBC6D55EC460D4A408904A7AD3364E4BF9512A9E2A40C4A400842B45F7065E4BF2E33F21D830C4A4051E8BA67EB59E4BFA95759D87E0C4A403F566CC1D633E4BF747D602E200D4A40640C6005811FE4BF46D6B7F2320D4A4095FAC517270BE4BF9560DE3D6A0D4A402EE75D69E6EFE3BF6587F7B57B0D4A405996724AC8D1E3BFF26276CAA80D4A40DD8992CD24C5E3BF31C2571C750D4A40FF3B37577CAFE3BFB85F2B21680D4A405E6B93494497E3BF2ECAD353170D4A40E9E18667F993E3BFB065B00FE80C4A40B6624E41CA88E3BF3FF2BA02FB0C4A402C1C514E236FE3BFD685B082FD0C4A40F9384E93B242E3BF930CB02E710D4A40,E06000042,Milton Keynes,E12000008,South East,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00084777,6,175714,219,21,86,17,11,3,51,175714,12,4,8,5,2,3,4,39.2694063926941,9.58904109589041,5.02283105022831,23.2876712328767,-0.6973753979999999,52.10953126,0106000020E610000001000000010300000001000000120000009E5AFD11A683E6BF7E7A84C7C30D4A40543155058E7EE6BF19885F44DD0D4A40DF9C3252DF66E6BF1C7585D2F90D4A40CF16C76EAB66E6BFE761B85C280E4A406AD039D5AD65E6BF48E5193B4D0E4A40C685A26A8035E6BFB9648FAF8E0E4A40B74C3E0D5519E6BFADCEBDED0E0E4A40802C39AB7715E6BF8769D043B40D4A4068034AAC8D3BE6BF190AF628D70D4A4016A2F9652645E6BFB02A55D8FC0D4A4076BFD0BC194FE6BF3F248DCBF60D4A40BC2E3941DB5BE6BF5A9D2A47EA0D4A4007447E996351E6BF8907BADFE10D4A4096CD40801B4EE6BF12081DFCCF0D4A40C849B218405BE6BFA48E6693790D4A406D62A638106AE6BF1FC9E7BF9C0D4A408DC20E3AC785E6BF13BDBB279D0D4A409E5AFD11A683E6BF7E7A84C7C30D4A40,E06000042,Milton Keynes,E12000008,South East,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00084774,2,175716,169,22,68,17,2,1,43,175716,9,0,5,0,0,0,1,40.2366863905325,13.0177514792899,1.18343195266272,25.4437869822485,-0.649989125,52.09462644,0106000020E61000000100000001030000000100000015000000221D8D526BE3E4BFD45E6A6D2A0C4A40AE0905EB40F3E4BF75C684AD0D0C4A4037D6CD6E1830E5BFF3539EB7210C4A405BD34A220033E5BF6E235E90680C4A40E23825F52416E5BF1583BC748A0C4A4081735ED60606E5BF2929A4C6860C4A403433EECE9EF0E4BFC793A63A450C4A4091CFE5833AEDE4BFD1F74B1F560C4A408AB83BC23EE3E4BF944C0C8B410C4A402501740299DDE4BFB5AA2C9F3A0C4A4051F40722DAD7E4BFA82106EE480C4A402960931D67D1E4BF38080960840C4A40BD2E0E9E83BAE4BFB940FB42670C4A40D25FB58B6FACE4BFFD9AA7892B0C4A4067F800FCFDBBE4BFB35F0FC6F70B4A4083319BDD2ED4E4BF5B67148BF90B4A400D8FD3B1F5D5E4BF36C78D05060C4A40B355D5A3BBD8E4BF20E25DA7190C4A40525727ADC5CFE4BF2C859E7A1A0C4A404E368EA9FDCEE4BFA0E7D3602E0C4A40221D8D526BE3E4BFD45E6A6D2A0C4A40,E06000042,Milton Keynes,E12000008,South East,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00084775,3,175719,148,21,60,20,6,3,26,175719,6,2,1,0,1,0,2,40.5405405405405,14.1891891891892,4.05405405405405,17.5675675675676,-0.652001339,52.09418113,0106000020E6100000010000000103000000010000003A0000008AB83BC23EE3E4BF944C0C8B410C4A4091CFE5833AEDE4BFD1F74B1F560C4A403433EECE9EF0E4BFC793A63A450C4A4081735ED60606E5BF2929A4C6860C4A40E23825F52416E5BF1583BC748A0C4A405BD34A220033E5BF6E235E90680C4A4037D6CD6E1830E5BFF3539EB7210C4A40AE0905EB40F3E4BF75C684AD0D0C4A40221D8D526BE3E4BFD45E6A6D2A0C4A404E368EA9FDCEE4BFA0E7D3602E0C4A40525727ADC5CFE4BF2C859E7A1A0C4A40B355D5A3BBD8E4BF20E25DA7190C4A400D8FD3B1F5D5E4BF36C78D05060C4A403FDC1EE714DCE4BFAB5E6F86000C4A40294F64C238DAE4BF3118E995EF0B4A405B48EF9B5BCCE4BF2849F486EB0B4A40942906CBC6D4E4BFFB8605E2950B4A404ADD34ED56C3E4BFECD5643E240B4A400774FA76A4D2E4BF9CC2FD02E50A4A400FA7B969CACAE4BF00196E1EC00A4A409187CC17F7D0E4BF90EB0145AB0A4A407103C33DE47BE4BFF7E17148DC094A40BF9CF8B34E77E4BF8346A16776094A409B8CF4C999A8E4BFB780B32BAE094A40C6E772E663B8E4BF625E27649B094A4012B582766AE8E4BF43058A8492094A404B6F97920C27E5BF3A33FA489A094A404A17CA3B0E42E5BFB42FA4EAB9094A40AB950482B63FE5BF1B9DFB14120A4A40F7201DB7404FE5BF73EAC2E86B0A4A4097367A399E79E5BFA46AC874BB0A4A4032D9FBAE4393E5BF214D109C220B4A40800D102E77A8E5BFFBCE93844F0B4A401507516EB09DE5BF7EAADBD0690B4A40C77A96F43D9EE5BF75673D8D7E0B4A408C68AF642893E5BFDEDB57588E0B4A40BA8EBA91F593E5BF9A5369CCA10B4A407ED6F91B1A6EE5BFC07C7F97D30B4A40DECEE335C165E5BFC710B916EF0B4A40D7A8F9CE9468E5BF2D69DC43400C4A404D579F89CAA2E5BFEE552D7BBD0C4A40AF702FDE7CA3E5BF5DE935B2E50C4A408EE7812FDA9FE5BFE8DAC6D0020D4A40C469950F548DE5BF1F108E901F0D4A40DECF2D329173E5BF5C5DBAEFA70D4A406E67E6D81858E5BF94DF2007F10D4A408549DAE2BB42E5BFC0BC7C6F0D0E4A409DE0FD9F681CE5BFEBDE3984E80D4A405A22C26034C0E4BF9A91D1D8FC0D4A405ED83C7D73BBE4BF951CD89ED50D4A40F3324843859EE4BF809DACCAA30D4A4071FDC353CDB8E4BF7A245ACD770D4A400DF29FD33ABFE4BF40749E3B5B0D4A4045160FB26DC2E4BF047806B6F10C4A402960931D67D1E4BF38080960840C4A4051F40722DAD7E4BFA82106EE480C4A402501740299DDE4BFB5AA2C9F3A0C4A408AB83BC23EE3E4BF944C0C8B410C4A40,E06000042,Milton Keynes,E12000008,South East,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00084772,6,175720,104,11,41,23,1,1,12,175720,2,5,2,0,0,0,0,39.4230769230769,10.5769230769231,0.961538461538462,11.5384615384615,-0.72201576,52.09805016,0106000020E610000001000000010300000001000000310000006C7E71096451E7BF8B37A783240E4A404408279F7B27E7BF71C2D1FDA60D4A403DFA1F636915E7BF4A2BAFAEA60D4A400896B7F08EF4E6BFBED6F9DC490D4A402E61E189A8F6E6BF1C9939BF380D4A408838920237EAE6BF0087C65DFB0C4A4078E016E39FD5E6BF41A01787E80C4A402CF892EF5EACE6BFE918516C9E0C4A403E18B1B41794E6BF485EE2755F0C4A40A667C77C1E85E6BFE8012DF9E30B4A40BF33CC6E608CE6BF4DD71A02C80B4A4090A39950BFA8E6BF9BC8B33EB30B4A40EE32AC0907B4E6BFA98F9BF16C0B4A4034B292D240DEE6BFCDD9F4C73E0B4A40FE6B89F196F0E6BFDDABEF55410B4A409705E1F07F05E7BF9ED1F90C6F0B4A400005D3DF390AE7BF08FBE32A700B4A40CFB83084BF0CE7BFFD446C0F560B4A403DB941F31212E7BF015B207A6F0B4A407FF099D87612E7BFF9F53C48920B4A40943A9815071DE7BF16D5E4F9950B4A40652C54222625E7BFBA876360DA0B4A404BC09BB9CD31E7BFC1D5CCBAF10B4A40F4456DA2503EE7BF3EF3CC65540C4A404D11B451C454E7BF651FDBD5A00C4A4019F74D23AD52E7BF3EFAFACAB00C4A404873D7149C62E7BFB798403DD90C4A40AE276C243D60E7BFBF93C449F40C4A4045CD2018836CE7BFC72A83BA200D4A407C791999566FE7BF48DDE671130D4A406621AE587B79E7BF0918571F1F0D4A40D462AE698E93E7BF38BA4760090D4A40A8E662FFCC97E7BFD21D0FA6130D4A40E1950ADA68A5E7BFEF498872070D4A40427EA2E000A2E7BF0C502B85E20C4A404536A703C1A9E7BF892F827BD60C4A402EFA1EC0D9CBE7BF65B53BDEC20C4A406F69D897B6DEE7BFC4AA8CC9A80C4A40B2C84C95D300E8BFC9AC547E9F0C4A40AB68D2BA641CE8BF946A19F1F10C4A40A027A70BCB26E8BFB76438E4E60C4A407FD912D9B03AE8BF91B4487B250D4A4004CC46B80013E8BFD690BF9AF60D4A40921A9AD4DCB9E7BF93FFB661C30D4A40A7E5EB42F1B9E7BF6E354DB4070E4A40D588D725CDC4E7BF301131C1060E4A4066F7833F48D5E7BFFA1578F02F0E4A40B5944BEAFF61E7BFF9C5FEDA3C0E4A406C7E71096451E7BF8B37A783240E4A40,E06000042,Milton Keynes,E12000008,South East,1,Rural Residents,1c,Ageing Rural Dwellers,1c3,Detached Rural Retirement
